OBJECTID,Código del establecimiento,Nombre de la sede,Orden de la sede,Sector,Tipo de administración,Naturaleza jurídica,Dirección,Número telefónico,Número de fax,Correo electrónico,Página WEB,Calendario,Jornada,Nivel de atención,Tipo de discapacidad atendida,Tipo de talento especial,Grupo étnico atendido,Situación de conflicto atendida,Categoría por resultado pruebas SABER 11,Nombre Rector,Matriculados,Tasa de deserción escolar (%),Zona,Género,coord_x,coord_y
425,311001098069,GIMNASIO INFANTIL NUEVO VIVIR,A,No Oficial,Privado,Persona Natural,CL 67 # 71 B - 25,2243500 / 5458177,5458177,amorosos2011@gmail.com,www.nuevovivir.edu.co,A,Mañana,Preescolar,,,,,No Aplica,AMPARO RUBIANO LEON,39,0,Urbana,Mixto,"-74,09695922897994","4,682518765123965"
427,311001043922,JARDIN INFANTIL EL CANGURO,A,No Oficial,Privado,Persona Natural,TV 73 B # 84 - 10,2526741,7532910 / 2526741,jicanguro@hotmail.com,,A,Mañana,Preescolar,,,,,No Aplica,FANNY MARTHA GAMBOA VALDERRAMA,9,No Aplica,Urbana,Mixto,"-74,08992766789012","4,699903698196612"
367,311001091994,JARDIN INFANTIL CUIDADOS Y CARICIAS,A,No Oficial,Privado,Sociedad,CL 45 A # 57 A - 14,2211180 / 2225505,,cuidadosycaricias@yahoo.es,www.jardininfantilcuidadosycaricias.com,A,Mañana,Preescolar,,,,,No Aplica,MARIA ASTRID GONZALEZ OSPINA,17,0,Urbana,Mixto,"-74,09137374888503","4,649107159104701"
368,311001000506,COLEGIO CALASANZ FEMENINO,A,No Oficial,Privado,Comunidad Religiosa,CL 45 # 54 - 51,2214807,,calasanzfemenino@gmail.com,www.calasanzfemeninobogota.edu.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A+,MADRE DIANA PATRICIA PULIDO PULIDO,932,0,Urbana,Femenino,"-74,09090885096258","4,6473704261090685"
370,311001031169,PREESCOLAR LA RONDA DE LOS NIÑOS,A,No Oficial,Privado,Persona Natural,KR 53 # 59 - 05,2221018 / 3243564,3243564,laronda77@hotmail.com,www.larondadelosninos.edu.co,A,Mañana,Preescolar,,,,,No Aplica,ROSALBA MOLANO DE BERMUDEZ,204,0,Urbana,Mixto,"-74,08524260603544","4,651855384902632"
372,311001009201,COLEGIO CRISTO REY,A,No Oficial,Privado,Persona Natural,CL 79 B # 30 - 23,3116871,2405665 / 3116871 / 2405665,colcristorey@gmail.com,,A,Mañana,"Básica Primaria, Básica Secundaria, Media",,,,,A+,ISABEL VERGARA DE MEDINA,169,"0,60",Urbana,Mixto,"-74,06907949311443","4,673490360576076"
373,311001001031,GIMNASIO DEL CORAZON DE MARIA,A,No Oficial,Privado,Comunidad Religiosa,KR 57 A # 73 - 24,2400012 / 2502460,3117260,girazoma@hotmail.com,www.girazoma.edu.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A+,CARMEN ROSA RODRIGUEZ DE BOYACA,574,0,Urbana,Mixto,"-74,0771317577593","4,672524679120931"
374,311001000280,INSTITUTO SANTA INES,A,No Oficial,Privado,Persona Natural,KR 57 B BIS # 71 - 51,2319669,0,insantaines@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,MARIA NEIFFE RAMIREZ BAQUERO,80,0,Urbana,Mixto,"-74,07890830289611","4,671668078982373"
375,311001018693,COLEGIO ALEXANDER HUMBOLDT,A,No Oficial,Privado,Persona Natural,KR 57 A # 71 - 28,5473117 / 2312218,5473117,coordinacioncah2013@gmail.com,,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,No Aplica,LUIS HUMBERTO CORREDOR HERNANDEZ,312,"7,33",Urbana,Mixto,"-74,0783271180601","4,670921309953267"
376,311001065110,JARDIN INFANTIL PEQUEÑOS ESTUDIANTES,A,No Oficial,Privado,Persona Natural,KR 62 # 72 A - 30,2257203,2402908,jipe.88@hotmail.com,,A,Mañana,Preescolar,,,,,No Aplica,ANA ISABEL CASTRO,25,0,Urbana,Mixto,"-74,0805430256091","4,674363810341005"
378,311001106894,COLEGIO HARVARD,A,No Oficial,Privado,Persona Natural,CL 100 # 47 A - 69,2364898,2360372,colegioharvard@gmail.com,www.colegioharvard.edu.co,A,Mañana,Básica Secundaria / Media,,,,,No Aplica,JUAN ANDRES TORRENTE VALDES,44,No Aplica,Urbana,Mixto,"-74,06132740770826","4,685389267341244"
380,111001012688,COLEGIO FUNDACION SANTA MARIA,A,No Oficial,Privado,Fundación,KR 50 # 90 - 50,2568336 / 2568335 / 2568331,2568336,colegio_fundacionsantamaria@hotmail.com / fundacionsantamaria@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria",Cognitiva,,,,No Aplica,LUZ ESPERANZA MENDEZ,28,No Aplica,Urbana,Mixto,"-74,0645159921823","4,67895007523143"
385,311001101108,JARDIN INFANTIL CONNIE'S GARDEN,A,No Oficial,Privado,Persona Natural,CL 95 A # 67 - 20,2530743,2533185,conniesgarden1@yahoo.es,www.conniesgarden.edu.co,A,Mañana,Preescolar,,,,,No Aplica,CONSTANZA BARRERA BARRERA,40,0,Urbana,Mixto,"-74,07226276405355","4,687014678167093"
386,311001040192,JARDIN INFANTIL LOS AMIGOS DEL BOSQUE,A,No Oficial,Privado,Persona Natural,CL 97 # 63 - 16,7021733 / 2530184,2530184,jardininfantillosamigosdelbosque@hotmail.com,,A,Mañana,Preescolar,,,,,No Aplica,DIANA PATRICIA ARDILA CASTELLANOS,47,0,Urbana,Mixto,"-74,06924956396064","4,686931705191517"
387,311001043701,JARDIN INFANTIL PATATIN PATATERO,A,No Oficial,Privado,Persona Natural,CL 94 # 60 - 62,2562258,,patatinpatatero@yahoo.es,,A,Mañana,Preescolar,,,,,No Aplica,GLORIA EUGENIA TORRES MOLINA,32,0,Urbana,Mixto,"-74,06676854380837","4,683122812869188"
389,311769001935,COLEGIO Y JARDIN INFANTIL MI EDAD FELIZ,A,No Oficial,Privado,Persona Natural,CL 116 A # 71 C - 34,5338083,6132639,colegio.pontevedra@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria",Autismo / Múltiple,,,,No Aplica,ESLENAVY DURBAY ZAMBRANO CABEZAS,24,No Aplica,Urbana,Mixto,"-74,07905931598357","4,7012779258924855"
395,311001106525,LICEO LA ALEGRIA DE APRENDER,A,No Oficial,Privado,Persona Natural,CL 100 # 68B - 09,2536256 / 2530146,2536256,liceolaalegriadeaprender@hotmail.com / adriana1_ayala1@hotmail.com,,A,Mañana,Preescolar,,,,,No Aplica,ADRIANA AYALA FORERO,39,No Aplica,Urbana,Mixto,"-74,07281383197135","4,6907055049130655"
396,311001091102,JARDIN INFANTIL RINCON ALEGRE,A,No Oficial,Privado,Persona Natural,KR 69 B # 75 - 53,2313662 / 5442851,,clajira95@hotmail.com,,A,Mañana,Preescolar,,,,,No Aplica,CLARA INES MORA VANEGAS,25,No Aplica,Urbana,Mixto,"-74,08557411671462","4,685151951966264"
398,311001108412,GIMNASIO NUEVA GENERACION DE BOGOTA,A,No Oficial,Privado,Persona Natural,CL 79 A # 69 T - 40/42,2520253,,gimnasionuevageneracion@hotmail.com,,A,Mañana,Preescolar,,,,,No Aplica,DAMARIS CUBILLOS BARRETO,57,No Aplica,Urbana,Mixto,"-74,08578312503683","4,690710305546656"
401,311001098051,GIMNASIO CRISTIANO LOS ANDES,A,No Oficial,Privado,Persona Natural,CL 75 # 71 A - 06,5455505 / 4915318,5455505 / 4915318,coordinacion_gca@yahoo.com,www.gimnasiocristianolosandes.edu.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A+,RAMIRO VELASQUEZ GOMEZ,247,0,Urbana,Mixto,"-74,09096445128878","4,6898252810613945"
406,311001105341,COLEGIO REAL DE BOGOTA,A,No Oficial,Privado,Persona Natural,CL 71 BIS # 71 - 76,2521254 / 2232271,2232271,colegiorealdebogota@hotmail.com / colreal-de-bogota@hotmail.com,www.colegiorealdebogota.blogdiario.com,A,Mañana,"Básica Primaria, Básica Secundaria, Media",,,,,B,JAIME ALBERTO MUÑOZ PARRA,167,No Aplica,Urbana,Mixto,"-74,09486877834689","4,6851204279722305"
407,311001106665,COLEGIO INSCAP SEDE FERIAS,A,No Oficial,Privado,Sociedad,AC 72 # 70 - 51,4366182 / 4366183,4366182,magdisrive@hotmail.com,www.inscap.edu.co,A,Mañana / Nocturna / Fin de semana,Básica Primaria / Básica Secundaria / Media,,,,,No Aplica,MAGDALENA LEONOR CUBILLOS JIMENEZ,287,No Aplica,Urbana,Mixto,"-74,09222785268415","4,684254058348869"
410,311001089311,LICEO ESTRELLITA ESTUDIANTIL,A,No Oficial,Privado,Persona Natural,KR 69 H # 64 H - 64,2310592 / 3005511,,estrellitaestudiantil@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,PATRICIA CASTIBLANCO TORRES,143,0,Urbana,Mixto,"-74,09507439193564","4,675124985086948"
433,311001076561,LICEO HOMBRE DEL RIO,A,No Oficial,Privado,Persona Natural,KR 74 A # 66 A - 37,2518806,4381297,hombredelrio@yahoo.com,,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,B,ROSA BENILDA OTALORA DE ROJAS,161,0,Urbana,Mixto,"-74,1018032261646","4,683617723814741"
435,311001089728,JARDIN INFANTIL PSICOPEDAGOGICO CARACOLES DE COLORES,A,No Oficial,Privado,Persona Natural,CL 64 F # 73 B - 18,4362436 / 8132100 / 3156492577,,jipcaracolesdecolores@yahoo.es,,A,Mañana,Preescolar,,,,,No Aplica,MARIA ELENA MEJIA GONZALEZ,26,0,Urbana,Mixto,"-74,10363232993204","4,679996152067243"
439,311001101396,LICEO NORMANDIA,A,No Oficial,Privado,Persona Natural,KR 75 # 52 A - 60,7048031 / 5401727,5401727 EXT 108,dsuarez39@cibercolegios.com,www.liceonormandia.com,A,Mañana,"Básica Secundaria, Media",Cognitiva,,,,A,DORIS STELLA SUAREZ MARTINEZ,205,0,Urbana,Mixto,"-74,11036414117785","4,674739263117221"
356,311001005176,LICEO NAVARRA,A,No Oficial,Privado,Sociedad,KR 74 # 24 B - 80,4299506 / 2637614,,rectoria@liceonavarra.edu.co,www.liceonavarra.edu.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A+,MARIA ISABEL LIZARRAGA DE FANDIÑO,743,0,Urbana,Mixto,"-74,11708478366974","4,665769093223205"
361,311001099766,GIMNASIO SAN BARTOLOME,A,No Oficial,Privado,Sociedad,KR 82 # 23 B - 21,4100108 / 236434 / 4124147 / 2635794,,inglucapi@hotmail.com / direccion.sanbartolome@gmail.com,,A,Mañana,Preescolar,,,,,No Aplica,LAURA CORREDOR BELTRAN,162,0,Urbana,Mixto,"-74,12511926796019","4,667277897988878"
363,311001108978,CENTRO EDUCATIVO NOMADE - PROYECTO ARTISTICO AMBIENTAL,A,No Oficial,Privado,Sociedad,CL 29 A # 34 A - 39,2698477,3690937,centroeducativonomade@hotmail.com,www.nomade.edu.co,A,Mañana,"Preescolar, Básica Primaria",Visual / Cognitiva / Autismo,,,,No Aplica,MIGUEL MARIA CALDERON BELTRAN,39,No Aplica,Urbana,Mixto,"-74,0833644847962","4,631920110764091"
364,311001098018,COLEGIO DONALD HOWARD,A,No Oficial,Privado,Persona Natural,KR 66 B # 42 - 68,2225008,,colegiodonalhoward@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,ESPERANZA CASTIBLANCO GUZMAN,21,No Aplica,Urbana,Mixto,"-74,09992137242536","4,652585745322815"
467,311001019134,JARDIN INFANTIL MERCEDITAS,A,No Oficial,Privado,Persona Natural,KR 19 # 39 - 58,3003895,,admbogota@maristasnorandina.org,www.colegiochampagnat.edu.co,A,Mañana,Preescolar,,,,,No Aplica,ARMANDO MARTINEZ PAZOS,35,No Aplica,Urbana,Mixto,"-74,07264039423944","4,62798200993446"
469,311001042748,LICEO PSICOPEDAGOGICO LA ESMERALDA,A,No Oficial,Privado,Persona Natural,KR 50 # 44 F - 21,2211310,,liceolaesmeralda@hotmail.com / colegio@liceolaesmeralda.edu.co,,A,Mañana,"Preescolar, Básica Primaria",Motora,,,,No Aplica,YASBLEIDY PINILLA FLECHAS,51,0,Urbana,Mixto,"-74,08745813090212","4,645158518979254"
475,311001011613,COLEGIO PARROQUIAL SANTO CURA DE ARS LA FRAGUA,A,No Oficial,Privado,Comunidad Religiosa,KR 29 B # 15 - 08 SUR,7138424 / 8141636,8141636,colpasantocuradears@yahoo.es,,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,Capacidades Excepcionales,,,A,MARTHA ANGELICA SANDOVAL TOVAR,287,"0,35",Urbana,Mixto,"-74,10731703237794","4,595289358482871"
479,311001040354,LICEO NUEVO CHILE,A,No Oficial,Privado,Persona Natural,AK 68 # 15 - 16 SUR,7586375 / 2623147,2623147,liceonuevochile@liceonuevochile.edu.co,www.liceonuevochile.edu.co,A,Mañana,"Preescolar, Básica Primaria",,,Indígena,,No Aplica,GILMA GIOVANNA GOMEZ OLIVEROS,154,"0,75",Urbana,Mixto,"-74,1269724375941","4,614607709995247"
481,311001042012,COLEGIO CARLOS CASTRO SAAVEDRA,A,No Oficial,Privado,Persona Natural,CL 4 SUR # 8 A - 45,2467058 / 3123032986,,colcarloscastro@yahoo.com,,A,Mañana,"Preescolar, Básica Primaria",Autismo / Otra,,,,No Aplica,MYRIAM DORIS ROJAS ROJAS,141,0,Urbana,Mixto,"-74,08665916479686","4,584359880418649"
482,311001097569,LICEO LATINOAMERICANO DEL SUR,A,No Oficial,Privado,Persona Natural,CL 80 SUR # 1 H - 13,7645719 / 3136764962,7645719,liceolatinolls@hotmail.com,www.liceolatinoamericano.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A,MARTHA INES GIRON,461,0,Urbana,Mixto,"-74,11094394081168","4,5095160952671565"
483,311001099081,COLEGIO SANTA ISABEL DEL VIRREY,A,No Oficial,Privado,Persona Natural,KR 2 A ESTE # 93 B - 75 SUR,3134571013,,ashlysamara2013@gmail.com,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,MARIA LUISA JIMENEZ JIMENEZ,75,No Aplica,Urbana,Mixto,"-74,11821778472014","4,505013821731198"
484,311001106673,CENTRO PANAMERICANO DE CAPACITACION SEDE SUBA,A,No Oficial,Privado,Persona Natural,CL 146 A # 94 D - 19,3876013 / 6863928 / 3123616215,6858800,subacpc@gmail.com / ferve2000@hotmail.com,,A,Mañana / Fin de semana,Básica Primaria / Básica Secundaria / Media,,,,,No Aplica,FERNANDO ANTONIO VENEGAS MACIAS,50,No Aplica,Urbana,Mixto,"-74,08750323441421","4,740705465899799"
489,311001088993,JARDIN INFANTIL HUELLITAS MAGICAS,A,No Oficial,Privado,Persona Natural,CL 19 # 21 - 38,2019563,,huellitasmagicas@hotmail.com,www.huellitasmagicas.com,A,Mañana,Preescolar,,,,,No Aplica,JANNETTE MANCILLA,38,0,Urbana,Mixto,"-74,08300776918678","4,6142448754708445"
490,311001091358,COLEGIO JARDIN SANTI STEFFANO,A,No Oficial,Privado,Persona Natural,DG 4 A # 18 C - 43,2338732,,ymaritza@hotmail.es / cjsantisteffano@gmail.com,www.cjsantisteffano.com,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,PATRICIA RIOS,270,0,Urbana,Mixto,"-74,09113434426857","4,597215372341537"
491,311001092508,JARDIN PSICOPEDAGOGICO EL MANANTIAL DEL SABER,A,No Oficial,Privado,Persona Natural,KR 25 A # 4 B - 20,2776253,4073548,elmanantialdelsaber@hotmail.com,,A,Mañana,Preescolar,,,,,No Aplica,MARIA CONSUELO GUTIERREZ CARRILLO,75,0,Urbana,Mixto,"-74,09533292976934","4,600785066402462"
492,311001020159,COLEGIO KAPEIROT,A,No Oficial,Privado,Persona Natural,CL 8 SUR # 38 B - 05,2025581 / 2038793,2038793,colegiokapeirot@yahoo.com / kapeirotadmisiones@gmail.com,www.colegiokapeirot.edu.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",Otra,,,,A+,GERARDO MURCIA RODRIGUEZ,299,0,Urbana,Mixto,"-74,11412078430494","4,604655931866718"
494,311001012598,COLEGIO PARROQUIAL DEL INMACULADO CORAZON DE MARIA,A,No Oficial,Privado,Otra,CL 44 SUR # 28 - 61,2387600 / 2797365 / 7133233,2797365,incodemar1957@hotmail.com,www.incodemar.edu.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,No Aplica,PBRO ANGELINO SANJUANES FLOREZ,969,0,Urbana,Mixto,"-74,12836981373093","4,5844791952800925"
497,311001092541,LICEO LORD SINCLER LOS CAMINOS DEL SABER,A,No Oficial,Privado,Persona Natural,KR 5 P BIS # 48 W - 38 SUR,5675428,5674961,liceo.loordsincler@hotmail.com,www.liceoloordsincler.com,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A,MARITZA LLANOS LLANOS,263,0,Urbana,Mixto,"-74,11464291389416","4,555651682321949"
515,311001030308,LICEO ROMULO GALLEGOS,A,No Oficial,Privado,Sociedad,KR 31 B # 1 - 03 SUR,2773037 / 2375483 / 2375511 / 2373102,,lirogappal@gmail.com,www.liceoromulogallegos.edu.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,B,LISANDRO SUAREZ CACERES,259,0,Urbana,Mixto,"-74,10718409968217","4,599377931954427"
516,311001037566,COLEGIO LOPE DE VEGA,A,No Oficial,Privado,Persona Natural,CL 4 F # 39 D - 30,2375098,2772485,colegiolopedevega@gmail.com / pabloeparrac@gmail.com,www.colegiolopedevega.edu.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A,FLOR STELLA MALAGON SABOYA,560,"1,92",Urbana,Mixto,"-74,10773920373053","4,614407865798981"
518,311001079862,LICEO EL ENCANTO,A,No Oficial,Privado,Persona Natural,CL 41 A SUR # 7 A - 87 ESTE,2079335,,lielencol@gmail.com,,A,Mañana,"Básica Primaria, Básica Secundaria, Media",,,,,B,PURIFICACION VARGAS CUADROS,224,"1,77",Urbana,Mixto,"-74,08919613471997","4,547915290852844"
522,311001001235,COLEGIO FISDECO,A,No Oficial,Privado,Fundación,CL 69 C SUR # 17 F - 41,7901810,7902475,fisdecomargaritamadrigal@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria",Cognitiva,,Afrocolombiano,,No Aplica,HNA LILIA ESPERANZA OSORIO BERNAL,404,0,Urbana,Mixto,"-74,1404821149137","4,5482083943761875"
525,311001000131,LICEO NUEVA COLOMBIA,A,No Oficial,Privado,Persona Natural,KR 6 F ESTE # 90 - 66 SUR,2003500,2003500,liceonuevacolombia@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria",,,,,No Aplica,MANUEL IGNACIO ROMERO ROMERO,306,0,Urbana,Mixto,"-74,101685466014","4,498719386593431"
526,311001009121,COLEGIO SALESIANO DE LEON XIII,A,No Oficial,Privado,Comunidad Religiosa,KR 5 # 8 - 36 / KR 36 # 17 B - 36 PUENTE ARANDA,3420972 / 2011008,2439510,colegioleon13@sdbcob.org,www.colegiosalesianodeleonxiii.edu.co,A,Mañana,"Básica Primaria, Básica Secundaria, Media",,,Afrocolombiano,,No Aplica,PBRO NICOLAS RIVERA PENAGOS,950,0,Urbana,Masculino / Mixto,"-74,07441384557838","4,594664974738035"
528,311001030073,COLEGIO BILINGUE INTEGRAL,A,No Oficial,Privado,Persona Natural,CL 1 A # 29 - 05,2372792 / 3513207 / 3144031417 / 3713943,3513207,academicsecretary@cbi.edu.co / secretariacbi@yahoo.com,www.cbi.edu.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria",,,,,A+,ILLYA MAYAB GONZALEZ BAQUERO,520,0,Urbana,Mixto,"-74,10427860759185","4,597351247730421"
533,311001044414,JARDIN INFANTIL AÑITOS PRODIGIOSOS,A,No Oficial,Privado,Persona Natural,CL 10 SUR # 38 B - 06,2021063 / 5610019,,japrodigiosos@hotmail.com / mluciap22@hotmail.com,,A,Mañana,Preescolar,,,,,No Aplica,MARTHA LUCIA PENARETE PAEZ,28,0,Urbana,Mixto,"-74,11497054115638","4,603569899068794"
534,311001007403,INSTITUTO CEMODEN,A,No Oficial,Privado,Persona Natural,KR 50 C # 38 - 08 SUR,2046044,7112209,rectoria@cemoden.edu.co / contacto@cemoden.edu.co,www.institutocemoden.edu.co / www.cemoden.edu.co,A,Mañana,"Básica Primaria, Básica Secundaria, Media",,,,,A+,HERNAN ALONSO BELTRAN PANESSO,368,"2,19",Urbana,Mixto,"-74,12695826936543","4,598249637842753"
535,311001098603,GIMNASIO PSICOPEDAGOGICO MARIA ISABEL,A,No Oficial,Privado,Persona Natural,CL 5 # 70 C - 12,2608602 / 2604380 / 2621949,2621949,gimmariaisabel@gmail.com / rorofam@yahoo.es,,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria",Auditiva / Cognitiva / Autismo / Otra,,,,A+,PEDRO RODRIGUEZ MORENO,777,0,Urbana,Mixto,"-74,13271804508335","4,627460437309243"
536,311001016933,COLEGIO MI PATRIA,A,No Oficial,Privado,Persona Natural,CL 23 A SUR # 68 C - 27,4038482 / 7024600,7024600,colmipatria@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,B,JORGE EDUARDO VANEGAS GALINDO,239,0,Urbana,Mixto,"-74,13034046234276","4,6112232278654535"
504,311848003072,COLEGIO INTERNACIONAL DE BOGOTA,A,No Oficial,Privado,Persona Natural,KR 49 # 202 - 85,6762200 / 6761264 / 6761276,6761305,colegiointernacional2011@gmail.com / amayapat24@hotmail.com,www.cib.edu.co,B,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,No Aplica,ADRIANA ZARATE LOPEZ,200,No Aplica,Urbana,Mixto,"-74,0477801817081","4,782083006753358"
505,311769000769,COLEGIO NUEVA YORK EU,A,No Oficial,Privado,Sociedad,CL 227 # 49 - 64,6684890 / 6760408,6760408,rectoria@colegionuevayork.edu.co / lbarrera@colegionuevayork.edu.co,www.colegionuevayork.edu.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A+,ADELA CRUZ LOPEZ,1316,"0,32",Urbana,Mixto,"-74,04412757696562","4,802746528561229"
506,311848002611,LICEO DE CERVANTES PADRES AGUSTINOS,A,No Oficial,Privado,Cooperativa,CL 153 # 19 - 39,6141174 / 3134675837,2588763,secretaria@liceocervantes.edu.co / rectoria@liceocervantes.edu.co / psicologia@liceocervantes.edu.co,www.liceocervantes.edu.co,A,Única,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A+,PADRE NELSON GALLEGO OROZCO,1229,0,Urbana,Masculino / Mixto,"-74,04539213988268","4,736251499561529"
508,311001104476,INSTITUTO GRUPO EDUCATIVO BACATA,A,No Oficial,Privado,Sociedad,AK 20 # 81 - 28,6185070 / 6185670 / 6163580,2578908,bacatacol@yahoo.com,www.grupobacata.edu.co,A,Completa,Básica Secundaria / Media,,,,,No Aplica,MARIA ADELAIDA GARAVITO MARULANDA,15,No Aplica,Urbana,Mixto,"-74,05965027373406","4,668840525232069"
509,311001096732,CENTRO EDUCATIVO INTEGRAL SAN RICARDO PAMPURI,A,No Oficial,Privado,Corporación,CL 70 SUR # 16 - 25 ESTE,7455261 / 7455262 / 3152120050 / 3107530343,7455260,rectoria@colegiopampuri.edu.co / secretaria@colegiopampuri.edu.co,www.colegiopampuri.edu.co / www.campuspampuri.edu.co,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,LUZ MARY MOSCOSO BROCHERO,213,0,Urbana,Mixto,"-74,08786570103811","4,521172144361509"
511,311001088535,LICEO DE DESARROLLO INFANTIL EL NUEVO COLOMBIANITO,A,No Oficial,Privado,Persona Natural,CL 128 B BIS A # 91 - 87,6855851 / 6843608 / 6856394,,monicaeducaespecial@hotmail.com / liceocolombianito2001@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria",,,,,No Aplica,ANA ORLANDA SANCHEZ CUERVO,239,"3,98",Urbana,Mixto,"-74,09063141167698","4,722319542811975"
444,311001075115,LICEO EL COLOMBIANITO,A,No Oficial,Privado,Persona Natural,CL 52 A # 75 - 71,2955451 / 7620923 / 3202358759,2955451,milecuervo123@gmail.com,www.liceobilinguecolombianito.com,A,Completa,Preescolar / Básica Primaria,Auditiva / Cognitiva / Autismo / Múltiple,,,,No Aplica,CECILIA OSORIO DE RAMIREZ,178,0,Urbana,Mixto,"-74,11167741883443","4,674763231914914"
445,311001044066,GIMNASIO LA CLARITA,A,No Oficial,Privado,Persona Natural,CL 71 B # 83 - 34,2521015 / 5436533 / 7598450,7598450,gimnasiolaclarita24@hotmail.com,www.gimnasiolacarita.edu.co,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,LUIS FERNANDO GUIJO GOMEZ,118,0,Urbana,Mixto,"-74,10465434143416","4,694274338910268"
454,311001093393,GIMNASIO CAMPESTRE BETH-SHALOM,A,No Oficial,Privado,Fundación,LOTE 2 PUENTE EL OTOÑO LA LOMITA,6760008 / 6762103 / 6761248 / 7458282,6761248 / 7458282,info@fundacionbethshalom.edu.co,www.fundacionbethshalom.edu.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A+,EDGAR SAUL PATIÑO ROCHA,639,"0,18",Rural,Mixto,"-74,05994188035002","4,802206509844362"
456,311001101663,LICEO DE CIENCIA Y CULTURA HARVARD,A,No Oficial,Privado,Persona Natural,AV CORPAS # 110 - 94 LOTE 14,6813974 / 6925626,6813974,lharvardcc@yahoo.es / secreyadira20@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A,NUMAEL RUIZ CASCANTE,673,No Aplica,Urbana,Mixto,"-74,09067291204647","4,761740518497816"
457,311001102384,COLEGIO GRAN BRETAÑA,A,No Oficial,Privado,Persona Natural,KR 51 # 215 - 20,6760391 EXT 114 / 6760426 / 6761847,6760391 / 6760426,cgb@cgb.edu.co,www.cgb.edu.co,B,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",Motora / Autismo / Múltiple,,,,No Aplica,NIDYA C MAYORGA,539,"20,8",Urbana,Mixto,"-74,0466970991397","4,793716562819699"
462,311769003342,COLEGIO LOS NOGALES,A,No Oficial,Privado,Corporación,CL 202 # 56 - 50,6761128,6762131,sec_academica@nogales.edu.co,www.nogales.edu.co,B,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A+,IAN CROSSLAND,970,0,Urbana,Mixto,"-74,05435801362938","4,7818670425592105"
