OBJECTID,Código del establecimiento,Nombre del establecimiento,Código de la sede,Nombre de la sede,Orden de la sede,Sector,Tipo de administración,Naturaleza jurídica,Dirección,Número telefónico,Número de fax,Correo electrónico,Página WEB,Calendario,Jornada,Nivel de atención,Modelo educativo,Proyecto pedagógico,Tipo de discapacidad atendida,Tipo de talento especial,Grupo étnico atendido,Situación de conflicto atendida,Beneficiarios refrigerio escolar,Beneficiarios comida caliente,Beneficiarios ruta escolar,Beneficiarios subsidio transporte,Usuarios programa “Al colegio en BICI”,Categoría por resultado pruebas SABER 11,Tasa de deserción escolar (%),Zona,Género,coord_x,coord_y
395,111001009971,COLEGIO REPUBLICA DE COLOMBIA (IED),111001015415,NUEVA ESTRADA,C,Oficial,Distrital,Oficial,KR 69 # 71 - 16,2503320,,coldirepdecolombia10@redp.edu.co,,A,Mañana / Tarde,Básica Primaria,Educación Tradicional,,Motora / Cognitiva / Otra,,Indígena / Afrocolombiano,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,0890368984544","4,680215046192828"
396,111001009521,COLEGIO ROBERT F. KENNEDY (IED),111001009521,ROBERT F. KENNEDY,A,Oficial,Distrital,Oficial,AV BOYACA # 64 H - 39,2519559,2519559 EXT 1,escdirobertkennedy10@redp.edu.co,www.robertfkennedy.edu.co,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional / Aceleración del Aprendizaje,,,,,Desplazado,2112,0,129,70,69,A,"0,63",Urbana,Mixto,"-74,10167851035875","4,679079709726224"
397,111001009521,COLEGIO ROBERT F. KENNEDY (IED),111001013510,EL REAL,B,Oficial,Distrital,Oficial,CL 65 A # 76 - 47,2529390,2529390,escdirobertkennedy10@redp.edu.co,www.robertfkennedy.edu.co,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,10449641850553","4,682890836392875"
398,111001109550,COLEGIO RODOLFO LLINAS (IED),111001109550,RODOLFO LLINAS,A,Oficial,Distrital,Oficial,DG 86 A # 103 C - 80,2291630 / 2291651 / 2291625 / 2291652,2291630,cedbolivia10@redp.edu.co / dprodriguezg@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,Motora / Cognitiva,,Afrocolombiano,,2162,0,0,84,0,A+,0,Urbana,Mixto,"-74,1081185200542","4,719970584150172"
399,111001012459,COLEGIO SAN JOSE NORTE (IED),111001012459,SAN JOSE NORTE,A,Oficial,Distrital,Oficial,KR 84 A # 75 A - 08,4371512 / 2517960,2517960,escdisanjosenorte10@redp.edu.co,www.colegiosanjosenorte.jimdo.com,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional / Aceleración del Aprendizaje,,Cognitiva,,Afrocolombiano,Desplazado,1563,0,0,123,36,A+,"1,24",Urbana,Mixto,"-74,10156253695726","4,699134220608515"
400,111001012459,COLEGIO SAN JOSE NORTE (IED),111001033944,AGUAS CLARAS,B,Oficial,Distrital,Oficial,KR 83 # 73 A - 80,2231688 / 2516056,,escdisanjosenorte10@redp.edu.co,www.colegiosanjosenorte.jimdo.com,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional / Aceleración del Aprendizaje,,Auditiva / Motora / Cognitiva / Otra,,Afrocolombiano,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,10237784341756","4,695891905924497"
401,111265000394,COLEGIO SIMON BOLIVAR (IED),111265000394,SIMON BOLIVAR,A,Oficial,Distrital,Oficial,KR 92 # 87 A - 60,2244047 / 2767588,2767588,coldisimonbolivar10@redp.edu.co,,A,Mañana / Tarde,Básica Secundaria / Media,Educación Tradicional,,,,,,1538,0,6,53,34,B,"6,12",Urbana,Mixto,"-74,09964979824024","4,711114642439347"
402,111265000394,COLEGIO SIMON BOLIVAR (IED),111001015792,MATILDE ANARAY,B,Oficial,Distrital,Oficial,KR 85 # 88 - 99,2511131 / 4382522,2511131,coldisimonbolivar10@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,0951645495525","4,708550461818313"
403,111001012483,COLEGIO TABORA (IED),111001012483,TABORA,A,Oficial,Distrital,Oficial,KR 77 B # 74 A - 02,4343238,2513543,cedtabora10@redp.edu.co,,A,Mañana / Tarde,Básica Primaria / Básica Secundaria / Media,Educación Tradicional,,,,Afrocolombiano,,1948,0,127,93,42,A,0,Urbana,Mixto,"-74,09777363083674","4,69381848682126"
404,111001012483,COLEGIO TABORA (IED),111001013099,SANTA MARIA DEL LAGO,B,Oficial,Distrital,Oficial,CL 74 B # 73 A - 30,2245593 / 4301484,2513543,cedtabora10@redp.edu.co,,A,Mañana / Tarde,Básica Primaria,Educación Tradicional / Aceleración del Aprendizaje,,Cognitiva,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,09460330821413","4,691833190918463"
480,111001029912,COLEGIO JUAN FRANCISCO BERBEO (IED),111001029912,JUAN FRANCISCO BERBEO,A,Oficial,Distrital,Oficial,KR 28 B # 78 - 40,2401890 / 6602418,2234915 EXT 102,cedjuanfranciscob12@redp.edu.co,,A,Única,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,40x40,Cognitiva,,Indígena / Afrocolombiano,Desplazado,1293,0,325,105,0,B,0,Urbana,Mixto,"-74,06705156073356","4,670426131284354"
481,111001029912,COLEGIO JUAN FRANCISCO BERBEO (IED),111001012718,POLICARPA SALAVARRIETA,B,Oficial,Distrital,Oficial,CL 77 # 22 - 66,2170607,6602418 / 2170607,cedjuanfranciscob12@redp.edu.co,,A,Única,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,40x40,,,Indígena / Afrocolombiano / Raizal,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,06334149974555","4,666974069067038"
482,111001028258,COLEGIO RAFAEL BERNAL JIMENEZ (IED),111001028258,RAFAEL BERNAL JIMENEZ,A,Oficial,Distrital,Oficial,KR 53 # 75 - 17,2509780 / 6602933,2503093,coldirafaelbernalj12@redp.edu.co,www.colegiorafaelbernaljimenez.edu.co,A,Única,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional / Otro,40x40,,,,,1054,0,158,34,0,B,"8,24",Urbana,Mixto,"-74,0736146432162","4,672079079609463"
483,111001028258,COLEGIO RAFAEL BERNAL JIMENEZ (IED),111001012653,GLORIA GAITAN,B,Oficial,Distrital,Oficial,KR 54 # 78 - 85,6603237,6603237,coldirafaelbernalj12@redp.edu.co,www.colegiorafaelbernaljimenez.edu.co,A,Única,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,40x40,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,07252707715622","4,674315601433232"
484,111001011088,COLEGIO REPUBLICA DE PANAMA (IED),111001011088,REPUBLICA DE PANAMA,A,Oficial,Distrital,Oficial,KR 57 A # 74 A - 32,2500760,2500760,coldirepdepanama12@redp.edu.co,,A,Única,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,40x40,Auditiva,,,,967,0,135,52,0,B,0,Urbana,Mixto,"-74,07668310946202","4,673074366630794"
485,111001011088,COLEGIO REPUBLICA DE PANAMA (IED),111001012742,AVENIDA CHILE,B,Oficial,Distrital,Oficial,KR 62 # 70 C - 31,2252629,2509683 EXT 12/13,coldirepdepanama12@redp.edu.co,,A,Única,Preescolar,Preescolar Escolarizado,40x40,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,08173351704107","4,673390329985814"
486,111001011088,COLEGIO REPUBLICA DE PANAMA (IED),111001012751,SIMON BOLIVAR,C,Oficial,Distrital,Oficial,CL 78 # 58 - 60,2318568,2318568,coldirepdepanama12@redp.edu.co,,A,Única,Básica Primaria,Educación Tradicional,40x40,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,07644689745806","4,6765728894409975"
487,111001008389,COLEGIO TECNICO DOMINGO FAUSTINO SARMIENTO (IED),111001008389,DOMINGO FAUSTINO SARMIENTO,A,Oficial,Distrital,Oficial,TV 60 # 95 - 51,2367748 / 2367746 / 5336782,2367746,intdidomingofausti12@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,40x40,,,,,1425,0,431,126,0,A,"6,83",Urbana,Mixto,"-74,06662386743692","4,684926474351613"
488,111001008389,COLEGIO TECNICO DOMINGO FAUSTINO SARMIENTO (IED),111001012882,SEVILLA,B,Oficial,Distrital,Oficial,CL 91 A # 60 - 01,2579668,2579668,intdidomingofausti12@redp.edu.co,,A,Mañana / Tarde,Básica Primaria,Educación Tradicional,40x40,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,06660491837431","4,680417314163281"
489,111001008389,COLEGIO TECNICO DOMINGO FAUSTINO SARMIENTO (IED),111001012904,CARLOS SANZ DE SANTAMARIA,C,Oficial,Distrital,Oficial,KR 56 # 94 C - 23,2579062,2579062,intdidomingofausti12@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,40x40,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,06355090781804","4,684288290709107"
490,111001008389,COLEGIO TECNICO DOMINGO FAUSTINO SARMIENTO (IED),111001012921,JOSE ANTONIO RICAURTE,D,Oficial,Distrital,Oficial,KR 56 # 94 - 02,2564452,4312660,intdidomingofausti12@redp.edu.co,,A,Mañana / Tarde,Básica Primaria,Educación Tradicional,40x40,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,0632476060354","4,6831356329022995"
491,111001032255,COLEGIO TOMAS CARRASQUILLA (IED),111001032255,TOMAS CARRASQUILLA,A,Oficial,Distrital,Oficial,CL 74 A # 63 - 04,6603161 / 2407959 / 2400101 / 2509760 / 2502406,6603161,colditomascarrasqu12@redp.edu.co,,A,Única,Básica Primaria / Básica Secundaria / Media,Educación Tradicional,40x40,,,Indígena / Afrocolombiano,Desplazado,0,1527,624,123,0,B,"0,72",Urbana,Mixto,"-74,07996023458539","4,676039541676552"
492,111001032255,COLEGIO TOMAS CARRASQUILLA (IED),111001045713,PANAMERICANA,B,Oficial,Distrital,Oficial,CL 75 A # 63 - 55,2760358,6603161 EXT 102,colditomascarrasqu12@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,40x40,,,Indígena / Afrocolombiano,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,08060288305143","4,676875573560112"
493,111001010731,COLEGIO MANUELA BELTRAN (IED),111001010731,MANUELA BELTRAN,A,Oficial,Distrital,Oficial,KR 14 A # 57 - 28,2559708 / 2494003,2494003 EXT 118,idmanuelabeltran13@redp.edu.co,www.colegiotecnicomanuelabeltran.edu.co,A,Mañana / Tarde / Noche,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional / Educación para Jóvenes en Extraedad y Adultos,40x40,Auditiva,,,,2114,0,147,178,0,B,"0,70",Urbana,Mixto,"-74,06607195959434","4,64448616607046"
494,111001010731,COLEGIO MANUELA BELTRAN (IED),111001012122,ANTONIO NARIÑO,B,Oficial,Distrital,Oficial,KR 32 A # 27 - 18,3407320,3407320,idmanuelabeltran13@redp.edu.co,www.colegiotecnicomanuelabeltran.edu.co,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,40x40,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,08153861047221","4,629594222960159"
495,111001094897,"COLEGIO PALERMO ""IEDIP"" (IED)",111001094897,PALERMO,A,Oficial,Distrital,Oficial,KR 23 # 49 - 37,2875324 / 3203220 / 2850618 / 2857194,3203220 EXT 102,cedpalermocedip13@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,40x40,Cognitiva / Autismo,,Indígena / Afrocolombiano,Desplazado,0,561,0,61,0,A,0,Urbana,Mixto,"-74,0742615613748","4,638045973239871"
496,111001014001,COLEGIO EDUARDO SANTOS (IED),111001014001,EDUARDO SANTOS,A,Oficial,Distrital,Oficial,KR 19 A BIS # 1 C - 55,3331159 / 3372099 / 2338669,3331159 EXT 103,cededuardosantos14@redp.edu.co,www.colegios.redp.edu.co/eduardosantos,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,40x40,,,,,1551,0,0,14,0,A,"5,98",Urbana,Mixto,"-74,0933349481184","4,594465763380184"
497,111001014001,COLEGIO EDUARDO SANTOS (IED),111001110388,SEDE B,B,Oficial,Distrital,Oficial,KR 24 # 1 H - 19,2466324,,cededuardosantos14@redp.edu.co,www.colegios.redp.edu.co/eduardosantos,A,Mañana / Tarde,Preescolar,Preescolar Escolarizado,,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,0959334005362","4,596958321687089"
498,111001025313,COLEGIO LICEO NACIONAL AGUSTIN NIETO CABALLERO (IED),111001025313,AGUSTIN NIETO CABALLERO,A,Oficial,Distrital,Oficial,KR 19 # 11 - 17,3706600 / 3706611 / 2375154 / 2375672,2375672,lnalagustinnietoca14@redp.edu.co,www.colagustinnietocaballero.edu.co,A,Única,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional / Aceleración del Aprendizaje,40X40,,,Indígena,Desplazado,0,368,0,7,0,B,"18,5",Urbana,Mixto,"-74,0862014668714","4,605983133900984"
499,111001019526,COLEGIO LICEO NACIONAL ANTONIA SANTOS (IED),111001019526,ANTONIA SANTOS,A,Oficial,Distrital,Oficial,CL 12 # 21 - 14,2473421,2473421 / 3726691,lnalantoniasantos14@redp.edu.co,www.liceonacionalantoniasantos.edu.co,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,,,Indígena / Afrocolombiano,,1812,0,0,75,0,A,"4,66",Urbana,Mixto,"-74,08795624043896","4,607977030432588"
500,111001030856,COLEGIO PANAMERICANO (IED),111001030856,PANAMERICANO,A,Oficial,Distrital,Oficial,AK 27 # 24 C - 19,2698186 / 3046754429 / 3380221,3380221 EXT 123,cedpanamericana14@redp.edu.co,,A,Mañana / Tarde / Noche,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional / Etnoeducación / Educación para Jóvenes en Extraedad y Adultos,,,,Afrocolombiano,Desplazado / Desvinculado,658,0,0,0,0,B,"5,17",Urbana,Mixto,"-74,0788978465062","4,623253861440453"
501,111001016250,COLEGIO REPUBLICA BOLIVARIANA DE VENEZUELA (IED),111001016250,REPUBLICA DE VENEZUELA,A,Oficial,Distrital,Oficial,CL 22 A # 18 B - 42,2685718,3407335,escdirepdevenezuel14@redp.edu.co,www.colegio.redp.edu.co/bolivarianave,A,Mañana / Tarde,Básica Primaria / Básica Secundaria / Media,Educación Tradicional / Otro,,Auditiva / Visual / Motora / Cognitiva / Autismo / Múltiple,Capacidades Excepcionales,Indígena / Afrocolombiano,Desplazado,995,0,143,25,0,B,"3,84",Urbana,Mixto,"-74,07933939631612","4,6152275634070055"
502,111001016250,COLEGIO REPUBLICA BOLIVARIANA DE VENEZUELA (IED),111001016195,SAMPER MENDOZA,B,Oficial,Distrital,Oficial,CL 22 A # 25 - 52,3690294,3690294,escdirepdevenezuel14@redp.edu.co,www.colegio.redp.edu.co/bolivarianave,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional / Otro,,Cognitiva / Autismo / Múltiple,,Indígena / Afrocolombiano,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,0830373111832","4,618423725061683"
503,111001041459,COLEGIO RICAURTE (CONCEJO) (IED),111001041459,RICAURTE,A,Oficial,Distrital,Oficial,AK 27 # 7 - 48,2475199 / 3600205,2475199,cedricaurte14@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,40x40,,,,,1317,0,0,20,0,B,0,Urbana,Mixto,"-74,09385667975396","4,605901393327226"
504,111001041459,COLEGIO RICAURTE (CONCEJO) (IED),111001013986,ANTONIO RICAURTE,B,Oficial,Distrital,Oficial,CL 10 # 29 - 64,2473486,2473486,cedricaurte14@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,40x40,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,0945206398518","4,610339561223257"
505,111001102181,COLEGIO SAN FRANCISCO DE ASIS (IED),111001016772,NACIONAL FEMENINO,A,Oficial,Distrital,Oficial,CL 1 C BIS # 19 - 79,3332730 / 3332723,3332730/11 EXT 105,opnfemenino14@redp.edu.co / ipnfemenino14@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,40x40,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,0922714667895","4,593944104362958"
506,111001102181,COLEGIO SAN FRANCISCO DE ASIS (IED),111001016225,EMMA VILLEGAS DE GAITAN,B,Oficial,Distrital,Oficial,KR 21 # 1 H - 06,2337984 / 3332708 / 3332733 / 3332711 / 3332718,,ipnfemenino14@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,40x40,Motora,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,09419394593915","4,5961773651426245"
507,111001026069,COLEGIO TECNICO MENORAH (IED),111001026069,TECNICO MENORAH,A,Oficial,Distrital,Oficial,KR 19 A # 1 C - 19,2460532 / 2460993 / 2461360 / 2461390,2460993 EXT 102,coldimenorah14@redp.edu.co,www.colegio.redp.edu.co/menorah/,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,40x40,Cognitiva,,Afrocolombiano,,1333,0,0,101,0,A,0,Urbana,Femenino,"-74,09287780086021","4,5941399454715475"
517,111001086720,COLEGIO TECNICO JAIME PARDO LEAL (IED),111001086720,JAIME PARDO LEAL,A,Oficial,Distrital,Oficial,KR 10 A # 3 - 63 SUR,2461459 / 2462665,2461459 EXT 102,cedjaimepardoleal15@redp.edu.co,www.colegiojaimepardoleal.com,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional / Otro,,,,,Desplazado,1159,0,0,13,0,B,0,Urbana,Mixto,"-74,08822347396463","4,586432054917744"
518,111001011274,COLEGIO ANDRES BELLO (IED),111001011274,ANDRES BELLO,A,Oficial,Distrital,Oficial,CL 39 SUR # 51 D - 19,2381508 / 2383086 / 2303362 / 2383488 / 3102831611,2381508,colnaandresbello16@redp.edu.co,www.colegio.redp.edu.co/eljazmin,A,Mañana / Tarde / Noche,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional / Educación para Jóvenes en Extraedad y Adultos,,,,,Desplazado,2507,0,90,75,0,A,"8,16",Urbana,Mixto,"-74,13049531842302","4,598979636281872"
519,111001011274,COLEGIO ANDRES BELLO (IED),111001014893,JOSE JOAQUIN CASTRO MARTINEZ,B,Oficial,Distrital,Oficial,CL 39 SUR # 51 D - 19,2381508,2381508,colnaandresbello16@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,13081305433565","4,598517453708942"
520,111001014745,COLEGIO ANTONIO JOSE DE SUCRE (IED),111001014745,ANTONIO JOSE DE SUCRE,A,Oficial,Distrital,Oficial,CL 11 # 65 B - 10,2607377 / 2601593 / 3172670335,2601593,cedantoniojosedes16@redp.edu.co / cedantoniojosedes@redp.edu.co,www.colegio.redp.edu.co/antoniojodesucre,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,40x40,Cognitiva,,Indígena / Afrocolombiano,,482,0,47,71,0,A,0,Urbana,Mixto,"-74,11830318126601","4,633751196538536"
521,111001012963,COLEGIO BENJAMIN HERRERA (IED),111001012963,BENJAMIN HERRERA,A,Oficial,Distrital,Oficial,KR 51 A # 26 - 38 SUR,2380719,7410670 EXT 104,coldibenjaminherre16@redp.edu.co,www.colegio.redp.edu.co/benjaminherrera,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,Cognitiva,,Afrocolombiano,Desplazado,1728,390,64,97,0,A,"10,0",Urbana,Mixto,"-74,12357539546512","4,603394425927176"
522,111001012963,COLEGIO BENJAMIN HERRERA (IED),111001012521,REPUBLICA DE FRANCIA,B,Oficial,Distrital,Oficial,KR 51 C # 33 - 41 SUR / KR 51 C # 33 - 37 SUR / KR 51 C,2380979,7112275,coldibenjaminherre16@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,Cognitiva,,Afrocolombiano,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,12731095423418","4,602131448368661"
523,111001012963,COLEGIO BENJAMIN HERRERA (IED),111001029033,TAYRONA,C,Oficial,Distrital,Oficial,CL 29 SUR # 41 A - 42,2028525,2028525,coldibenjaminherre16@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria,Preescolar Escolarizado / Educación Tradicional,,Cognitiva,,Afrocolombiano,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,12126461414404","4,601661205483316"
524,111001000078,COLEGIO DE CULTURA POPULAR (IED),111001000078,CULTURA POPULAR,A,Oficial,Distrital,Oficial,KR 51 # 16 - 64 SUR,7209631 / 2028884,7209631,innaldeculturapopu16@redp.edu.co,www.solegio.redp.edu.co/culturapopular,A,Única,Preescolar / Básica Primaria / Media,Preescolar Escolarizado / Educación Tradicional,40x40,,,,,1336,0,0,24,0,B,0,Urbana,Mixto,"-74,12017920853232","4,60609576087763"
525,111001000078,COLEGIO DE CULTURA POPULAR (IED),111001014834,SANTA RITA,B,Oficial,Distrital,Oficial,KR 41 # 34 - 35 SUR,2022340,2022340,innaldeculturapopurb@hotmail.com,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria,Preescolar Escolarizado / Educación Tradicional,40x40,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,12383770712137","4,598149447959884"
526,111001000078,COLEGIO DE CULTURA POPULAR (IED),111001014842,DIEGO LUIS CORDOBA,C,Oficial,Distrital,Oficial,CL 32 SUR # 45 - 18,2387091,2387091,culpociclo3@gmail.com,,A,Única,Básica Primaria / Básica Secundaria,Educación Tradicional,40x40,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,1251972390319","4,601498532792931"
527,111001012530,COLEGIO EL JAZMIN (IED),111001012530,EL JAZMIN,A,Oficial,Distrital,Oficial,CL 1 H # 40 D - 13,2375752 / 7209506 / 7276755,7209506,cedeljazmin16@redp.edu.co / colegioeljazmin@gmail.com,www.colegio.redp.edu.co/eljazmin,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,,,,,1739,0,0,10,0,B,"2,54",Urbana,Mixto,"-74,1147708205159","4,609641823511709"
